"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"classe 1";1,01834834015308;0,847868118555201;0,807798807958242;-1,84151120762395;-1,47434512519435;1,9423578152805;0,297132520211992;0,247389995093266;0,235698617230322;-0,537314045248681;-0,43018274340724;0,566738953707134;0,14103729749307;0,0633090922682994;0,0518332146263516;0,196502134415949;0,102761195305586;0,15782351841006;0,0453460765136142;0,0314342865151511;0,0285333926435252;0,148284490565532;0,0950485099864137;0,164970188821848;0,0437267295869772;0,814703862855556;0,0290232837472198
"classe 2";-2,43661675260121;1,26051047585605;-0,454203157331083;-1,60484478084298;-1,59852365183568;-3,88906567336697;-0,460576607475326;0,238265471185451;-0,0858548432308057;-0,303352574382517;-0,302157735616639;-0,735122859257984;0,315746396803498;0,0547173540938721;0,00640803270366713;0,0583589274328777;0,0472380169534298;0,247415266633339;0,119780464055784;0,0320556404641168;0,00416209354872103;0,0519610128625473;0,0515524930865352;0,305142073957952;0,0201749069183479;1,30283203451798;0,0342443081884785
"classe 3";1,27047997925227;2,46530861506128;0,28304343007447;-0,179755906022146;-1,13303976709386;0,529662952779674;0,41507842521098;0,805440805293876;0,0924730992540079;-0,0587280394909945;-0,370175343104207;0,173046146277548;0,147864182590349;0,360527286953804;0,00428641250225695;0,00126116222408979;0,0408796542822662;0,00790493892007574;0,0501748079130165;0,18892640208943;0,00249032612413953;0,0010044224334742;0,0399061998320188;0,00872065813780196;0,0310849424192571;0,992674204873292;0,0306311668240086
"classe 4";1,15036299177221;1,45762884012775;0,130626053861129;0,0749317810418082;1,49943563244342;-0,0492407480180567;0,480930958302507;0,609389244913073;0,0546106869849196;0,0313266451733058;0,626867363416306;-0,020586023977852;0,261782984055851;0,272165914357515;0,00197147691218717;0,000473239517575441;0,154602615945916;0,000147534259937371;0,089604985716528;0,143865373228629;0,00115537239335116;0,000380184566239176;0,152236231949749;0,000164176750326903;0,0677114901723093;0,675514380912822;0,030898085447854
"classe 5";0,712299750372802;2,79416095363322;-0,372182451531569;1,46249287498935;0,17097386067116;-0,838580097539923;0,211666495715866;0,830310915049603;-0,110597477033224;0,434593360023502;0,0508064728765333;-0,249191875373317;0,0563498642951369;0,561485243814104;0,00898544406226484;0,101212019290031;0,00112853829332876;0,0240230630072021;0,0174849451799896;0,269055286436382;0,00477364891650907;0,0737099656194526;0,00100739114131569;0,0242341500420856;0,0344618581695385;0,901543651108703;0,0280099419890948
"classe 6";0,518287894472723;-0,865321174968344;-0,740942162838026;-1,94463465949222;0,0674522749120429;1,15188552771123;0,200540727499868;-0,334818041864037;-0,286692168494557;-0,752435959811042;0,0260992556967661;0,445698161557074;0,0577515414225129;0,104242382940547;0,0689367075611188;0,346397520936754;0,000340019814154219;0,0877429197388244;0,01760733505573;0,0490801815773995;0,0359848847107123;0,247872040599715;0,00029822544885644;0,086970134522088;0,0655468005887956;0,647977132333294;0,0275214212112172
"classe 7";0,632960612801006;-0,683923280204215;1,82782819420881;-3,60885549103412;5,39816421392214;-2,7593213898347;0,0861452274409294;-0,0930811891511189;0,248765361269903;-0,491161173048091;0,734684077598373;-0,375540537440459;0,0167593034758182;0,012670261704871;0,0816269947461388;0,232123365467553;0,42372525507978;0,0979668528309269;0,00586267332352626;0,00684474222804525;0,0488892153757942;0,190581748586305;0,426416996519124;0,111415829593513;0,0146333015845528;1,46899090812849;0,0315777032383534
"classe 8";1,36602719075541;-0,815861315719192;-2,51914254592712;0,536816944898013;-0,124247445912093;-0,761971479332482;0,437210984823203;-0,26112476511356;-0,806277357338514;0,171813757981533;-0,0397666668398846;-0,243876771370796;0,278759221088325;0,0643889666394822;0,553702532732464;0,0183417288091258;0,000801632040445806;0,0266784119644519;0,150426374245145;0,0536584326019088;0,511576734279837;0,0232304558402365;0,00124445798739256;0,0468039742297443;0,0806130400900511;0,777347358822646;0,0487119543723279
"classe 9";-0,243971386547861;-1,33957950082059;-0,591193349971677;0,644105580745104;0,799360464444057;1,03425062805363;-0,117285418881352;-0,643981841894376;-0,284206933740961;0,309643659080023;0,384280010193416;0,497199773530718;0,00815660087440355;0,159234301464556;0,0279737683089473;0,0242227154999671;0,0304373140431372;0,0450873798284738;0,0020924709677339;0,0630839150611837;0,0122868549902674;0,0145846421035308;0,0224629598890973;0,0376039302815401;0,0351545588362629;0,811623649122486;0,0231574661713438
"classe 10";-1,21619379450699;0,201805345730251;-0,50831473998973;-0,692088421819387;-0,505517438601593;-0,23958295534076;-0,758615626203166;0,125878531376951;-0,317067482606196;-0,431698544983374;-0,315322631946848;-0,149442773441475;0,544101674834149;0,00970081108764067;0,0555137255004233;0,0750714744261272;0,0326765617291358;0,00649468841492127;0,21759783189104;0,00599120707104121;0,0380114471763368;0,0704647905242313;0,0375942375409824;0,00844424515024603;0,147112304095593;0,495373940174421;0,036100673970567
"classe 11";-1,0256876096275;0,0490745327249321;0,0642156315747427;0,751007321147624;0,645379665293608;0,781765632165747;-0,630045000168198;0,0301448157204151;0,0394454775767478;0,461318244792498;0,396434769721099;0,48021202871724;0,571781438751781;0,000847579411870672;0,00130900655542318;0,130606700346781;0,0786900756241318;0,102170371230356;0,226913097731887;0,000519447538104298;0,000889428134064494;0,121651561440434;0,0898379640423285;0,131820360339082;0,215689670101307;0,407540230829736;0,035823690189989
"classe 12";0,483700673972461;-0,798121519481372;1,12921584094227;0,480154704667694;-0,580996241352953;-0,549526547366633;0,278514786976727;-0,459558270106012;0,650202338582413;0,276473018298937;-0,334537562384935;-0,316417316562574;0,136164406932567;0,240058160212927;0,433435628815459;0,057167588445104;0,0682883206244244;0,0540579482114283;0,0571089374060076;0,155485085188608;0,311246601706742;0,0562746848583022;0,0823943325761869;0,073710278173772;0,244090397437008;0,39383589631246;0,0378600592760524
